import time: self [us] | cumulative | imported package
import time:      1729 |       1729 |                         numpy._core._internal
import time:       699 |        699 |                         numpy._pytesttester
import time:      2043 |      65020 |                       numpy._core
import time:        68 |      65087 |                     numpy._core._multiarray_umath
import time:      1476 |      66563 |                   numpy.__config__
import time:      1260 |       1260 |                                     numpy._typing._nbit_base
import time:      1080 |       1080 |                                     numpy._typing._nested_sequence
import time:       635 |        635 |                                     numpy._typing._shape
import time:      1485 |       4459 |                                   numpy._typing._array_like
import time:      1226 |       1226 |                                   numpy._typing._char_codes
import time:      1508 |       1508 |                                   numpy._typing._dtype_like
import time:       685 |        685 |                                   numpy._typing._nbit
import time:       587 |        587 |                                   numpy._typing._scalars
import time:       584 |        584 |                                   numpy._typing._ufunc
import time:       993 |      10040 |                                 numpy._typing
import time:       596 |        596 |                                     numpy.lib._array_utils_impl
import time:       782 |       1378 |                                   numpy.lib._stride_tricks_impl
import time:      1009 |       2386 |                                 numpy.lib._twodim_base_impl
import time:       615 |        615 |                                 numpy.lib.array_utils
import time:      1970 |       1970 |                                 numpy.linalg._umath_linalg
import time:      4321 |      19330 |                               numpy.linalg._linalg
import time:       667 |      19996 |                             numpy.linalg
import time:      1321 |      21317 |                           numpy.matrixlib.defmatrix
import time:       622 |      21939 |                         numpy.matrixlib
import time:      1241 |       1241 |                           numpy.lib._histograms_impl
import time:      2992 |       4232 |                         numpy.lib._function_base_impl
import time:      1898 |      28068 |                       numpy.lib._index_tricks_impl
import time:      1405 |      29473 |                     numpy.lib._arraypad_impl
import time:      2944 |       2944 |                     numpy.lib._arraysetops_impl
import time:      1013 |       1013 |                     numpy.lib._arrayterator_impl
import time:      1431 |       1431 |                     numpy.lib._nanfunctions_impl
import time:       962 |        962 |                           numpy.lib._utils_impl
import time:      1133 |       2095 |                         numpy.lib._format_impl
import time:       888 |       2983 |                       numpy.lib.format
import time:       981 |        981 |                       numpy.lib._datasource
import time:      1406 |       1406 |                       numpy.lib._iotools
import time:      2127 |       7495 |                     numpy.lib._npyio_impl
import time:       846 |        846 |                         numpy.lib._ufunclike_impl
import time:      1119 |       1964 |                       numpy.lib._type_check_impl
import time:      1759 |       3723 |                     numpy.lib._polynomial_impl
import time:      1468 |       1468 |                     numpy.lib._shape_base_impl
import time:       960 |        960 |                     numpy.lib._version
import time:       842 |        842 |                     numpy.lib.introspect
import time:      1460 |       1460 |                     numpy.lib.mixins
import time:       772 |        772 |                     numpy.lib.npyio
import time:      1051 |       1051 |                       numpy.lib._scimath_impl
import time:       785 |       1836 |                     numpy.lib.scimath
import time:       697 |        697 |                     numpy.lib.stride_tricks
import time:      1767 |      55875 |                   numpy.lib
import time:       953 |        953 |                   numpy._array_api_info
import time:      3582 |     133350 |                 numpy
import time:      1170 |       1170 |                 numpy._typing._add_docstring
import time:      1031 |     135551 |               numpy.typing
import time:      1326 |       1326 |                   overrides.enforce
import time:      1785 |       1785 |                       overrides.typing_utils
import time:      1020 |       2805 |                     overrides.signature
import time:       942 |       3747 |                   overrides.overrides
import time:      1297 |       6368 |                 overrides
import time:     51939 |      58306 |               chromadb.errors
import time:      3890 |       3890 |               chromadb.base_types
import time:       206 |        206 |               chromadb.is_thin_client
import time:      1141 |       1141 |                 tenacity._utils
import time:      1785 |       1785 |                 tenacity.retry
import time:       686 |        686 |                 tenacity.nap
import time:      1193 |       1193 |                 tenacity.stop
import time:      1499 |       1499 |                 tenacity.wait
import time:       600 |        600 |                 tenacity.before
import time:       621 |        621 |                 tenacity.after
import time:       569 |        569 |                 tenacity.before_sleep
import time:       400 |        400 |                 tornado
import time:      1343 |       1343 |                   tenacity.asyncio.retry
import time:      1241 |       2583 |                 tenacity.asyncio
import time:      4832 |      15904 |               tenacity
import time:      1048 |       1048 |                 pybase64._license
import time:       662 |        662 |                 pybase64._version
import time:      2508 |       2508 |                 pybase64._pybase64
import time:      1179 |       5395 |               pybase64
import time:     31560 |     250810 |             chromadb.api.types
import time:       995 |        995 |               chromadb.execution
import time:      1105 |       1105 |                         multiprocessing.process
import time:      1091 |       1091 |                         multiprocessing.reduction
import time:      1736 |       3931 |                       multiprocessing.context
import time:      1004 |       4935 |                     multiprocessing
import time:      1129 |       1129 |                     chromadb.serde
import time:     16152 |      22216 |                   chromadb.api.configuration
import time:       949 |        949 |                       chromadb.utils
import time:      1750 |       1750 |                                   pprint
import time:      1493 |       1493 |                                         attr._compat
import time:       677 |        677 |                                           attr._config
import time:       984 |        984 |                                             attr.exceptions
import time:       632 |       1616 |                                           attr.setters
import time:      7382 |       9674 |                                         attr._make
import time:      1281 |      12448 |                                       attr.converters
import time:       830 |        830 |                                       attr.filters
import time:     13444 |      13444 |                                       attr.validators
import time:      1218 |       1218 |                                       attr._cmp
import time:      1049 |       1049 |                                       attr._funcs
import time:      1004 |       1004 |                                       attr._next_gen
import time:      2486 |       2486 |                                       attr._version_info
import time:      1507 |      33983 |                                     attr
import time:       986 |        986 |                                     attrs.converters
import time:       567 |        567 |                                     attrs.exceptions
import time:       755 |        755 |                                     attrs.filters
import time:       813 |        813 |                                     attrs.setters
import time:       807 |        807 |                                     attrs.validators
import time:      1512 |      39422 |                                   attrs
import time:      2684 |       2684 |                                           rpds.rpds
import time:      1047 |       3731 |                                         rpds
import time:      1434 |       1434 |                                           referencing._attrs
import time:     10101 |      11534 |                                         referencing.exceptions
import time:      1265 |       1265 |                                         referencing.typing
import time:     20279 |      36808 |                                       referencing._core
import time:      1171 |      37979 |                                     referencing
import time:        49 |      38027 |                                   referencing.exceptions
import time:      1367 |       1367 |                                   jsonschema._utils
import time:      4322 |      84886 |                                 jsonschema.exceptions
import time:       435 |        435 |                                 fqdn
import time:       314 |        314 |                                 rfc3987
import time:       395 |        395 |                                 rfc3986_validator
import time:       305 |        305 |                                 rfc3987_syntax
import time:       386 |        386 |                                 rfc3339_validator
import time:       298 |        298 |                                 webcolors
import time:       287 |        287 |                                 jsonpointer
import time:       473 |        473 |                                 uri_template
import time:       288 |        288 |                                 isoduration
import time:      2198 |      90260 |                               jsonschema._format
import time:      2616 |       2616 |                               jsonschema._types
import time:      3578 |       3578 |                                   referencing.jsonschema
import time:      1016 |       1016 |                                         importlib.resources.abc
import time:      1266 |       2281 |                                       importlib.resources._common
import time:       711 |        711 |                                       importlib.resources._functional
import time:      1113 |       4104 |                                     importlib.resources
import time:      1428 |       5531 |                                   jsonschema_specifications._core
import time:      1953 |       1953 |                                   importlib.resources._adapters
import time:       810 |        810 |                                       importlib.resources._itertools
import time:     97091 |      97901 |                                     importlib.resources.readers
import time:       752 |      98652 |                                   importlib.readers
import time:     21736 |     131448 |                                 jsonschema_specifications
import time:      1520 |       1520 |                                 jsonschema._keywords
import time:      1799 |       1799 |                                 jsonschema._legacy_keywords
import time:      1231 |       1231 |                                   jsonschema.protocols
import time:      1548 |       2778 |                                 jsonschema._typing
import time:     15601 |     153146 |                               jsonschema.validators
import time:      1242 |     247262 |                             jsonschema
import time:      1249 |     248511 |                           chromadb.utils.embedding_functions.schemas.schema_utils
import time:      1086 |       1086 |                           chromadb.utils.embedding_functions.schemas.registry
import time:      1160 |     250756 |                         chromadb.utils.embedding_functions.schemas
import time:      1804 |     252560 |                       chromadb.utils.embedding_functions.cohere_embedding_function
import time:      1963 |       1963 |                       chromadb.utils.embedding_functions.openai_embedding_function
import time:      2559 |       2559 |                       chromadb.utils.embedding_functions.huggingface_embedding_function
import time:      1371 |       1371 |                       chromadb.utils.embedding_functions.sentence_transformer_embedding_function
import time:      1852 |       1852 |                       chromadb.utils.embedding_functions.google_embedding_function
import time:      1576 |       1576 |                       chromadb.utils.embedding_functions.ollama_embedding_function
import time:      1545 |       1545 |                       chromadb.utils.embedding_functions.instructor_embedding_function
import time:      1696 |       1696 |                       chromadb.utils.embedding_functions.jina_embedding_function
import time:      1229 |       1229 |                       chromadb.utils.embedding_functions.voyageai_embedding_function
import time:       579 |        579 |                           pwd
import time:       536 |        536 |                           grp
import time:      4725 |       5840 |                         tarfile
import time:      2156 |       7996 |                       chromadb.utils.embedding_functions.onnx_mini_lm_l6_v2
import time:      1835 |       1835 |                       chromadb.utils.embedding_functions.open_clip_embedding_function
import time:      1379 |       1379 |                       chromadb.utils.embedding_functions.roboflow_embedding_function
import time:      1303 |       1303 |                       chromadb.utils.embedding_functions.text2vec_embedding_function
import time:      1667 |       1667 |                       chromadb.utils.embedding_functions.amazon_bedrock_embedding_function
import time:      1392 |       1392 |                       chromadb.utils.embedding_functions.chroma_langchain_embedding_function
import time:      1515 |       1515 |                       chromadb.utils.embedding_functions.baseten_embedding_function
import time:      1401 |       1401 |                       chromadb.utils.embedding_functions.cloudflare_workers_ai_embedding_function
import time:      1702 |       1702 |                       chromadb.utils.embedding_functions.together_ai_embedding_function
import time:      2030 |       2030 |                       chromadb.utils.embedding_functions.mistral_embedding_function
import time:      1192 |       1192 |                       chromadb.utils.embedding_functions.morph_embedding_function
import time:      1319 |       1319 |                       chromadb.utils.embedding_functions.nomic_embedding_function
import time:       779 |        779 |                         chromadb.utils.sparse_embedding_utils
import time:      1649 |       2428 |                       chromadb.utils.embedding_functions.huggingface_sparse_embedding_function
import time:      1568 |       1568 |                       chromadb.utils.embedding_functions.fastembed_sparse_embedding_function
import time:      1774 |       1774 |                       chromadb.utils.embedding_functions.bm25_embedding_function
import time:      1394 |       1394 |                         chromadb.utils.embedding_functions.utils
import time:      2099 |       3493 |                       chromadb.utils.embedding_functions.chroma_cloud_qwen_embedding_function
import time:      1478 |       1478 |                       chromadb.utils.embedding_functions.chroma_cloud_splade_embedding_function
import time:      1629 |       1629 |                         chromadb.utils.embedding_functions.schemas.bm25_tokenizer
import time:      3199 |       4827 |                       chromadb.utils.embedding_functions.chroma_bm25_embedding_function
import time:      1385 |       1385 |                       chromadb.utils.embedding_functions.perplexity_embedding_function
import time:      2845 |     311817 |                     chromadb.utils.embedding_functions
import time:      3137 |     314953 |                   chromadb.api.collection_configuration
import time:     10735 |     347902 |                 chromadb.types
import time:     27415 |     375316 |               chromadb.execution.expression.operator
import time:      3922 |       3922 |               chromadb.execution.expression.plan
import time:      1705 |     381937 |             chromadb.execution.expression
import time:      1821 |       1821 |               graphlib
import time:      1804 |       1804 |                 pydantic_settings.exceptions
import time:      1848 |       1848 |                     pydantic._internal._dataclasses
import time:      1504 |       3352 |                   pydantic.dataclasses
import time:       959 |        959 |                       pydantic_settings.utils
import time:      1710 |       1710 |                       pydantic_settings.sources.types
import time:      5082 |       5082 |                       pydantic_settings.sources.utils
import time:      2937 |      10686 |                     pydantic_settings.sources.base
import time:      1877 |       1877 |                           pydantic_settings.sources.providers.env
import time:      2093 |       3969 |                         pydantic_settings.sources.providers.aws
import time:      1117 |       1117 |                           pydantic.alias_generators
import time:      1783 |       2899 |                         pydantic_settings.sources.providers.azure
import time:     10208 |      10208 |                         pydantic_settings.sources.providers.cli
import time:      1889 |       1889 |                         pydantic_settings.sources.providers.dotenv
import time:      2315 |       2315 |                         pydantic_settings.sources.providers.gcp
import time:      1562 |       1562 |                         pydantic_settings.sources.providers.json
import time:      1820 |       1820 |                           pydantic_settings.sources.providers.toml
import time:      1556 |       3375 |                         pydantic_settings.sources.providers.pyproject
import time:      1759 |       1759 |                         pydantic_settings.sources.providers.secrets
import time:      1807 |       1807 |                         pydantic_settings.sources.providers.yaml
import time:      1928 |      31707 |                       pydantic_settings.sources.providers
import time:       131 |      31838 |                     pydantic_settings.sources.providers.aws
import time:      1559 |       1559 |                     pydantic_settings.sources.providers.nested_secrets
import time:      1455 |      45536 |                   pydantic_settings.sources
import time:      5653 |      54540 |                 pydantic_settings.main
import time:      1380 |       1380 |                 pydantic_settings.version
import time:      2200 |      59922 |               pydantic_settings
import time:       469 |        469 |               chromadb.is_thin_client
import time:     35424 |      97635 |             chromadb.config
import time:      7466 |       7466 |             chromadb.auth
import time:       943 |        943 |               chromadb.api.models
import time:      2384 |       2384 |               chromadb.api.models.CollectionCommon
import time:      2937 |       2937 |               chromadb.api.functions
import time:      2838 |       9100 |             chromadb.api.models.Collection
import time:      1508 |       1508 |             chromadb.api.models.AttachedFunction
import time:      2252 |       2252 |               chromadb.api.models.AsyncCollection
import time:     79214 |      81465 |             chromadb.api.async_api
import time:     84342 |     914260 |           chromadb.api
import time:      2178 |       2178 |                 orjson.orjson
import time:      1200 |       3378 |               orjson
import time:      1796 |       5173 |             chromadb.api.base_http_client
import time:      1447 |       1447 |               chromadb.telemetry
import time:      3419 |       4866 |             chromadb.telemetry.product
import time:      1839 |       1839 |             chromadb.telemetry.product.events
import time:     14668 |      26544 |           chromadb.api.shared_system_client
import time:      1685 |       1685 |           chromadb.auth.utils
import time:    153443 |    1095931 |         chromadb.api.client
import time:    136597 |     136597 |         chromadb.api.async_client
import time:      2067 |       2067 |             yaml.error
import time:      1688 |       1688 |             yaml.tokens
import time:      1623 |       1623 |             yaml.events
import time:      1668 |       1668 |             yaml.nodes
import time:     18017 |      18017 |               yaml.reader
import time:      2024 |       2024 |               yaml.scanner
import time:      1918 |       1918 |               yaml.parser
import time:      1282 |       1282 |               yaml.composer
import time:      2953 |       2953 |               yaml.constructor
import time:      5533 |       5533 |               yaml.resolver
import time:      2052 |      33776 |             yaml.loader
import time:      1630 |       1630 |               yaml.emitter
import time:      1236 |       1236 |               yaml.serializer
import time:      1990 |       1990 |               yaml.representer
import time:      1445 |       6300 |             yaml.dumper
import time:      4690 |       4690 |               yaml._yaml
import time:      1898 |       6588 |             yaml.cyaml
import time:      2837 |      56543 |           yaml
import time:      1305 |       1305 |             opentelemetry
import time:      2256 |       2256 |                 opentelemetry.context.context
import time:      1593 |       1593 |                 opentelemetry.context.contextvars_context
import time:      1509 |       1509 |                 opentelemetry.environment_variables
import time:      2512 |       7869 |               opentelemetry.context
import time:       980 |        980 |                 opentelemetry.util
import time:      2124 |       2124 |                 opentelemetry.util.types
import time:      2403 |       5506 |               opentelemetry.attributes
import time:      2260 |       2260 |                   opentelemetry.trace.status
import time:      4535 |       6795 |                 opentelemetry.trace.span
import time:      2042 |       8836 |               opentelemetry.trace.propagation
import time:      2010 |       2010 |               opentelemetry.util._decorator
import time:      1709 |       1709 |               opentelemetry.util._once
import time:      1947 |       1947 |               opentelemetry.util._providers
import time:      4350 |      32224 |             opentelemetry.trace
import time:       786 |        786 |               opentelemetry.sdk
import time:      1346 |       1346 |               opentelemetry.sdk.environment_variables
import time:      1186 |       1186 |               opentelemetry.sdk.version
import time:      1336 |       1336 |                 opentelemetry.semconv
import time:      5840 |       7176 |               opentelemetry.semconv.resource
import time:       844 |        844 |               psutil
import time:      4230 |      15566 |             opentelemetry.sdk.resources
import time:       964 |        964 |                     opentelemetry.metrics._internal.observation
import time:      6894 |       7858 |                   opentelemetry.metrics._internal.instrument
import time:     10576 |      18433 |                 opentelemetry.metrics._internal
import time:      1107 |      19539 |               opentelemetry.metrics
import time:      1435 |       1435 |               opentelemetry.sdk.util
import time:      1135 |       1135 |               opentelemetry.sdk.environment_variables._internal
import time:      2737 |       2737 |               opentelemetry.sdk.trace.sampling
import time:       713 |        713 |                     opentelemetry.semconv._incubating
import time:      1289 |       2001 |                   opentelemetry.semconv._incubating.attributes
import time:      3385 |       5385 |                 opentelemetry.semconv._incubating.attributes.otel_attributes
import time:       577 |        577 |                   opentelemetry.semconv._incubating.metrics
import time:      1567 |       2143 |                 opentelemetry.semconv._incubating.metrics.otel_metrics
import time:      1727 |       9254 |               opentelemetry.sdk.trace._tracer_metrics
import time:      1071 |       1071 |               opentelemetry.sdk.trace.id_generator
import time:      1094 |       1094 |                 opentelemetry.sdk.util.instrumentation
import time:      1544 |       2638 |               opentelemetry.sdk.util._configurator
import time:      1237 |       1237 |                 opentelemetry.semconv.attributes
import time:      1920 |       3156 |               opentelemetry.semconv.attributes.exception_attributes
import time:      4966 |      45929 |             opentelemetry.sdk.trace
import time:      1181 |       1181 |                   opentelemetry.semconv.attributes.error_attributes
import time:      2211 |       3392 |                 opentelemetry.sdk._shared_internal._processor_metrics
import time:      1863 |       5255 |               opentelemetry.sdk._shared_internal
import time:      1830 |       7084 |             opentelemetry.sdk.trace.export
import time:       403 |        403 |                     opentelemetry.exporter
import time:       747 |       1149 |                   opentelemetry.exporter.otlp
import time:       576 |       1724 |                 opentelemetry.exporter.otlp.proto
import time:      1339 |       1339 |                 opentelemetry.exporter.otlp.proto.grpc.version
import time:      1671 |       4734 |               opentelemetry.exporter.otlp.proto.grpc
import time:       963 |        963 |                   grpc._cython
import time:      2813 |       2813 |                       grpc._typing
import time:      1567 |       4380 |                     grpc._observability
import time:      1422 |       1422 |                     pkgutil
import time:     14120 |      19921 |                   grpc._cython.cygrpc
import time:      1751 |      22634 |                 grpc._compression
import time:       925 |        925 |                 grpc._runtime_protos
import time:       836 |        836 |                 grpc._grpcio_metadata
import time:       461 |        461 |                 grpc_tools
import time:       395 |        395 |                 grpc_health
import time:       316 |        316 |                 grpc_reflection
import time:      1207 |       1207 |                     grpc.aio._metadata
import time:      1224 |       1224 |                     grpc.aio._typing
import time:      1826 |       4256 |                   grpc.aio._base_call
import time:      1924 |       1924 |                   grpc.aio._base_channel
import time:      2880 |       2880 |                   grpc.aio._base_server
import time:      1392 |       1392 |                     grpc._common
import time:      3148 |       4540 |                   grpc.aio._call
import time:       664 |        664 |                       grpc.aio._utils
import time:      2788 |       3451 |                     grpc.aio._interceptor
import time:      2134 |       5585 |                   grpc.aio._channel
import time:      1967 |       1967 |                   grpc.aio._server
import time:      1480 |      22630 |                 grpc.aio
import time:      7231 |      55425 |               grpc
import time:      1992 |       1992 |                   opentelemetry.exporter.otlp.proto.common.version
import time:      1802 |       3793 |                 opentelemetry.exporter.otlp.proto.common
import time:      1412 |       1412 |                           opentelemetry.proto
import time:      1732 |       3143 |                         opentelemetry.proto.common
import time:      1868 |       5011 |                       opentelemetry.proto.common.v1
import time:      2573 |       7583 |                     opentelemetry.proto.common.v1.common_pb2
import time:      1627 |       1627 |                         opentelemetry.proto.resource
import time:      2386 |       4013 |                       opentelemetry.proto.resource.v1
import time:      1829 |       5841 |                     opentelemetry.proto.resource.v1.resource_pb2
import time:      1866 |      15289 |                   opentelemetry.exporter.otlp.proto.common._internal
import time:       916 |        916 |                         opentelemetry.proto.collector
import time:      1230 |       2146 |                       opentelemetry.proto.collector.trace
import time:      1081 |       3226 |                     opentelemetry.proto.collector.trace.v1
import time:       655 |        655 |                       opentelemetry.proto.trace
import time:      1178 |       1832 |                     opentelemetry.proto.trace.v1
import time:      2477 |       2477 |                     opentelemetry.proto.trace.v1.trace_pb2
import time:      1409 |       8944 |                   opentelemetry.proto.collector.trace.v1.trace_service_pb2
import time:      1625 |      25857 |                 opentelemetry.exporter.otlp.proto.common._internal.trace_encoder
import time:      1241 |      30890 |               opentelemetry.exporter.otlp.proto.common.trace_encoder
import time:       576 |        576 |                   google.rpc
import time:       907 |        907 |                     google.protobuf.runtime_version
import time:       890 |       1796 |                   google.protobuf.duration_pb2
import time:      1885 |       4256 |                 google.rpc.error_details_pb2
import time:       774 |        774 |                   opentelemetry.semconv.attributes.server_attributes
import time:      2350 |       3123 |                 opentelemetry.exporter.otlp.proto.common._exporter_metrics
import time:       379 |        379 |                     opentelemetry.proto.collector.logs
import time:       763 |       1141 |                   opentelemetry.proto.collector.logs.v1
import time:       378 |        378 |                     opentelemetry.proto.logs
import time:       887 |       1265 |                   opentelemetry.proto.logs.v1
import time:      1954 |       1954 |                   opentelemetry.proto.logs.v1.logs_pb2
import time:      1351 |       5710 |                 opentelemetry.proto.collector.logs.v1.logs_service_pb2
import time:      2307 |       2307 |                   grpc._utilities
import time:      1743 |       4049 |                 opentelemetry.proto.collector.logs.v1.logs_service_pb2_grpc
import time:      1170 |       1170 |                     opentelemetry.proto.collector.metrics
import time:      1599 |       2768 |                   opentelemetry.proto.collector.metrics.v1
import time:       757 |        757 |                     opentelemetry.proto.metrics
import time:      1132 |       1889 |                   opentelemetry.proto.metrics.v1
import time:      2012 |       2012 |                   opentelemetry.proto.metrics.v1.metrics_pb2
import time:      1298 |       7965 |                 opentelemetry.proto.collector.metrics.v1.metrics_service_pb2
import time:      1186 |       1186 |                 opentelemetry.proto.collector.metrics.v1.metrics_service_pb2_grpc
import time:      1010 |       1010 |                 opentelemetry.proto.collector.trace.v1.trace_service_pb2_grpc
import time:      2068 |       2068 |                         opentelemetry._logs.severity
import time:      2552 |       4620 |                       opentelemetry._logs._internal
import time:      1191 |       5811 |                     opentelemetry._logs
import time:      1162 |       1162 |                     opentelemetry.sdk._logs._internal._exceptions
import time:      1192 |       1192 |                     opentelemetry.sdk._logs._internal._logger_metrics
import time:       745 |        745 |                     opentelemetry.semconv._incubating.attributes.code_attributes
import time:      8730 |      17640 |                   opentelemetry.sdk._logs._internal
import time:      1009 |      18649 |                 opentelemetry.sdk._logs
import time:      2991 |       2991 |                   opentelemetry.sdk._logs._internal.export
import time:      1960 |       1960 |                   opentelemetry.sdk._logs._internal.export.in_memory_log_exporter
import time:      1189 |       6139 |                 opentelemetry.sdk._logs.export
import time:      1366 |       1366 |                           opentelemetry.sdk.metrics._internal.exceptions
import time:      3150 |       3150 |                             opentelemetry.sdk.metrics._internal.exemplar.exemplar
import time:      1154 |       1154 |                             opentelemetry.sdk.metrics._internal.exemplar.exemplar_filter
import time:      1758 |       1758 |                             opentelemetry.sdk.metrics._internal.exemplar.exemplar_reservoir
import time:      1271 |       7332 |                           opentelemetry.sdk.metrics._internal.exemplar
import time:      3001 |       3001 |                             opentelemetry.sdk.metrics._internal.measurement
import time:      2757 |       5758 |                           opentelemetry.sdk.metrics._internal.instrument
import time:       964 |        964 |                                     opentelemetry.sdk.metrics._internal.exponential_histogram
import time:      1319 |       2282 |                                   opentelemetry.sdk.metrics._internal.exponential_histogram.buckets
import time:      1781 |       1781 |                                   opentelemetry.sdk.metrics._internal.exponential_histogram.mapping
import time:      1318 |       1318 |                                     opentelemetry.sdk.metrics._internal.exponential_histogram.mapping.errors
import time:      1019 |       1019 |                                     opentelemetry.sdk.metrics._internal.exponential_histogram.mapping.ieee_754
import time:      2286 |       4622 |                                   opentelemetry.sdk.metrics._internal.exponential_histogram.mapping.exponent_mapping
import time:      1183 |       1183 |                                   opentelemetry.sdk.metrics._internal.exponential_histogram.mapping.logarithm_mapping
import time:     17533 |      17533 |                                   opentelemetry.sdk.metrics._internal.point
import time:      2871 |      30271 |                                 opentelemetry.sdk.metrics._internal.aggregation
import time:      1149 |       1149 |                                 opentelemetry.sdk.metrics._internal.view
import time:      1183 |      32603 |                               opentelemetry.sdk.metrics._internal._view_instrument_match
import time:      2632 |       2632 |                               opentelemetry.sdk.metrics._internal.sdk_configuration
import time:      1253 |      36487 |                             opentelemetry.sdk.metrics._internal.metric_reader_storage
import time:      1266 |      37753 |                           opentelemetry.sdk.metrics._internal.measurement_consumer
import time:      2925 |      55132 |                         opentelemetry.sdk.metrics._internal
import time:        92 |      55224 |                       opentelemetry.sdk.metrics._internal.aggregation
import time:      1558 |       1558 |                         opentelemetry.sdk.metrics._internal.export._metric_reader_metrics
import time:      3121 |       4678 |                       opentelemetry.sdk.metrics._internal.export
import time:      1500 |      61400 |                     opentelemetry.sdk.metrics.export
import time:      1671 |       1671 |                     opentelemetry.sdk.metrics.view
import time:      1564 |      64635 |                   opentelemetry.sdk.metrics
import time:        61 |      64695 |                 opentelemetry.sdk.metrics.export
import time:      5067 |       5067 |                 opentelemetry.semconv._incubating.attributes.rpc_attributes
import time:      1372 |       1372 |                 opentelemetry.util._importlib_metadata
import time:      2392 |       2392 |                 opentelemetry.util.re
import time:      2723 |     128330 |               opentelemetry.exporter.otlp.proto.grpc.exporter
import time:      1900 |     221277 |             opentelemetry.exporter.otlp.proto.grpc.trace_exporter
import time:      2819 |     326202 |           chromadb.telemetry.opentelemetry
import time:     11147 |     393892 |         chromadb.auth.token_authn
import time:       298 |        298 |         google.colab
import time:       187 |        187 |         chromadb.is_thin_client
import time:      4277 |       4277 |             _sqlite3
import time:      1811 |       6088 |           sqlite3.dbapi2
import time:      1203 |       7290 |         sqlite3
import time:     29418 |    1663610 |       chromadb
import time:       593 |    1664202 |     src.database
import time:      2968 |       2968 |             primp.primp
import time:      1214 |       4181 |           primp
import time:      1974 |       1974 |             lxml
import time:      3575 |       3575 |             lxml._elementpath
import time:       654 |        654 |             rnc2rng
import time:     15478 |      21680 |           lxml.etree
import time:      1740 |       1740 |             lxml.html.defs
import time:      1262 |       1262 |             lxml.html._setmixin
import time:      5729 |       8730 |           lxml.html
import time:      1403 |       1403 |           duckduckgo_search.exceptions
import time:      5241 |       5241 |               html.entities
import time:      2192 |       7433 |             html
import time:      1528 |       8960 |           duckduckgo_search.utils
import time:      2163 |      47115 |         duckduckgo_search.duckduckgo_search
import time:      1167 |       1167 |         duckduckgo_search.version
import time:      1447 |      49729 |       duckduckgo_search
import time:       975 |      50704 |     src.search
import time:      1236 |    4306162 |   src.generator
2026-07-20 11:02:37.255 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
import time:      7484 |       7484 |     chromadb_rust_bindings.chromadb_rust_bindings
import time:      1670 |       9154 |   chromadb_rust_bindings
import time:       261 |        261 |   google.colab
import time:     87416 |      87416 |   streamlit.emojis
2026-07-20 11:02:37.691 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:37.691 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.463 WARNING streamlit: 
  Warning: to view a Streamlit app on a browser, use Streamlit in a file and
  run it with the following command:

    streamlit run [FILE_NAME] [ARGUMENTS]
2026-07-20 11:02:38.463 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.464 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.464 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.464 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.464 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.464 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.465 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.465 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.465 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
import time:       332 |        332 |   array
2026-07-20 11:02:38.465 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.466 WARNING streamlit.runtime.scriptrunner_utils.script_run_context: Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-07-20 11:02:38.466 WARNING streamlit.runtime.state.session_state_proxy: Session state does not function when running a script without `streamlit run`
